job_id,title,company,city,contract,salary,publish_time,premium,job_url,logo_url
ta6C,مالک محصول (Product Owner),توسعه ارتباطات الکترونیک تجارت ایرانیان(تاتا) | Tejarat Iranian Development Digital(TATA),تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/tejarat-iranian-development-digital-company/jobs/ta6C/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%A7%D9%84%DA%A9-%D9%85%D8%AD%D8%B5%D9%88%D9%84-product-owner-%D8%AF%D8%B1-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%A7%D8%B1%D8%AA%D8%A8%D8%A7%D8%B7%D8%A7%D8%AA-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%D9%88%D9%86%DB%8C%DA%A9-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%DB%8C%D8%A7%D9%86-%D8%AA%D8%A7%D8%AA%D8%A7?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/JmyemxnqnYarBTavPRQ82iAu3j0=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/13887ee8-257a-443b-94a4-73ee57be94d1/main.png
AjAL,کارشناس پشتیبانی فنی نرم‌افزار,آئین | Aien,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),True,https://jobinja.ir/companies/aien-2/jobs/AjAL/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%BE%D8%B4%D8%AA%DB%8C%D8%A8%D8%A7%D9%86%DB%8C-%D9%81%D9%86%DB%8C-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D8%AF%D8%B1-%D8%A2%D8%A6%DB%8C%D9%86?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/TH9hz0-2R1B5vyL2KkcUibhDQMk=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/999ab386-d0c0-11ea-9d4b-26a4da5b8340_2594ecbc-55c0-44c5-8ff0-daacc5500ae5/main.png
taLi,‫Tech Lead (رهبر فنی تیم توسعه-مشهد),برنامه نویسان پیشروی نوین توس | Barnameh Nevisan Pishroieh Novin Toos,خراسان رضوی، مشهد,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/barnameh-nevisan-piahroieh-novin-toos/jobs/taLi/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-tech-lead-%D8%B1%D9%87%D8%A8%D8%B1-%D9%81%D9%86%DB%8C-%D8%AA%DB%8C%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%D8%A7%D9%86-%D9%BE%DB%8C%D8%B4%D8%B1%D9%88%DB%8C-%D9%86%D9%88%DB%8C%D9%86-%D8%AA%D9%88%D8%B3?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/39i81Wh-uts1TrIMZhtExJS8GMs=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/7fe37df7-552d-459f-9f52-bc80597173d2/main.png
tp5p,کارشناس پشتیبانی و زیرساخت(آقا),سروش فناوران پیشرو | Soroush Fanavaran Pishro,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/soroushfp-ir/jobs/tp5p/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%BE%D8%B4%D8%AA%DB%8C%D8%A8%D8%A7%D9%86%DB%8C-%D9%88-%D8%B2%DB%8C%D8%B1%D8%B3%D8%A7%D8%AE%D8%AA-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D8%B3%D8%B1%D9%88%D8%B4-%D9%81%D9%86%D8%A7%D9%88%D8%B1%D8%A7%D9%86-%D9%BE%DB%8C%D8%B4%D8%B1%D9%88?_ref=16&_t=38362e35352e3135342e3733,https://jobinja.ir/assets/img/logo-placeholder.png
ta20,Technical Service Validation Specialist,راه گزین رایانه | Rahgozin Rayaneh,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/rahgozin/jobs/ta20/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-technical-service-validation-specialist-%D8%AF%D8%B1-%D8%B1%D8%A7%D9%87-%DA%AF%D8%B2%DB%8C%D9%86-%D8%B1%D8%A7%DB%8C%D8%A7%D9%86%D9%87?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/zKmX_zwZqAX8BSASn58RaZGBvoY=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/243cf7f4-8a6f-11e9-8e7a-d6b790452c1a_c9e20dcd-c23b-4a48-99b2-147502de0fa1/main.png
ta0T,کارشناس تست نرم‌افزار,توسعه ارتباطات الکترونیک تجارت ایرانیان(تاتا) | Tejarat Iranian Development Digital(TATA),تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/tejarat-iranian-development-digital-company/jobs/ta0T/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%AA%D8%B3%D8%AA-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D8%AF%D8%B1-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%A7%D8%B1%D8%AA%D8%A8%D8%A7%D8%B7%D8%A7%D8%AA-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%D9%88%D9%86%DB%8C%DA%A9-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%DB%8C%D8%A7%D9%86-%D8%AA%D8%A7%D8%AA%D8%A7?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/JmyemxnqnYarBTavPRQ82iAu3j0=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/13887ee8-257a-443b-94a4-73ee57be94d1/main.png
ta0E,برنامه‌نویس Back-End,مهندسی صنایع یاس ارغوانی | Sanaye Yaas Arghavani,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/sanaye-yaas-arghavani-1/jobs/ta0E/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-back-end-%D8%AF%D8%B1-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D8%B5%D9%86%D8%A7%DB%8C%D8%B9-%DB%8C%D8%A7%D8%B3-%D8%A7%D8%B1%D8%BA%D9%88%D8%A7%D9%86%DB%8C?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/4wVFd3gfS8zmqjhozstI-xixGZo=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/e1dd98ef-51a0-45b1-ade4-240d1077d712/main.jpg
ta04,کارشناس راه اندازی نرم افزار,تراز پویش | Taraz Pouyesh,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/tarazpouyesh/jobs/ta04/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%B1%D8%A7%D9%87-%D8%A7%D9%86%D8%AF%D8%A7%D8%B2%DB%8C-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D8%AF%D8%B1-%D8%AA%D8%B1%D8%A7%D8%B2-%D9%BE%D9%88%DB%8C%D8%B4?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/OmbDLs84at-pcPh9JHo9WIwtok8=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/c8b89a54-a2f7-11e9-858d-d6b790452c1a_7a188597-e4b8-45b5-8177-42c3f24b693a/main.jpg
ta6R,Chief Technology Officer (CTO),تخفیفان - نت برگ  | Takhfifan-Netbarg,تهران، تهران,"قرارداد
              پاره‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              پاره‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/takhfifan/jobs/ta6R/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-chief-technology-officer-cto-%D8%AF%D8%B1-%D8%AA%D8%AE%D9%81%DB%8C%D9%81%D8%A7%D9%86-%D9%86%D8%AA-%D8%A8%D8%B1%DA%AF?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/QnEyuZH5EgzgYSqC1DhoYHB18QE=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/609f1c8e-935b-4887-90e8-1e1afe21843e/main.png
ta0G,برنامه‌نویس Front-End,مهندسی صنایع یاس ارغوانی | Sanaye Yaas Arghavani,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/sanaye-yaas-arghavani-1/jobs/ta0G/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-front-end-%D8%AF%D8%B1-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D8%B5%D9%86%D8%A7%DB%8C%D8%B9-%DB%8C%D8%A7%D8%B3-%D8%A7%D8%B1%D8%BA%D9%88%D8%A7%D9%86%DB%8C?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/4wVFd3gfS8zmqjhozstI-xixGZo=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/e1dd98ef-51a0-45b1-ade4-240d1077d712/main.jpg
taL5,مهندس ارشد شبکه و بهینه‌سازی ترافیک (Senior Network Engineer-دورکاری),مگا سرور | Mega Server,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/mega-server/jobs/taL5/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D9%87%D9%86%D8%AF%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-%D8%B4%D8%A8%DA%A9%D9%87-%D9%88-%D8%A8%D9%87%DB%8C%D9%86%D9%87-%D8%B3%D8%A7%D8%B2%DB%8C-%D8%AA%D8%B1%D8%A7%D9%81%DB%8C%DA%A9-senior-network-engineer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%85%DA%AF%D8%A7-%D8%B3%D8%B1%D9%88%D8%B1?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/gm0ALieJ8BVtjqcEJ1VQhUQNNV4=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/045152c1-12cc-42b1-bc6d-3faaa1d8cc05/main.jpg
tsGC,برنامه‌نویس فرانت‌اند (Front-End Developer-یزد),بایتیکل | bitycle,یزد، یزد,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/bitycle/jobs/tsGC/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%81%D8%B1%D8%A7%D9%86%D8%AA-%D8%A7%D9%86%D8%AF-front-end-developer-%DB%8C%D8%B2%D8%AF-%D8%AF%D8%B1-%D8%A8%D8%A7%DB%8C%D8%AA%DB%8C%DA%A9%D9%84?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/44Mpil1x7Ja5iGH5YnnshRFSm7g=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/7d19bbfd-e63c-48cf-ad20-0fdf67600173/main.jpg
taLl,Full-Stack Web Developer (مشهد),صدگان سامانه هوشمند | Sadgan Samaneh Hooshmand,خراسان رضوی، مشهد,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/sadgan-samaneh-hooshmand/jobs/taLl/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-full-stack-web-developer-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%D8%B5%D8%AF%DA%AF%D8%A7%D9%86-%D8%B3%D8%A7%D9%85%D8%A7%D9%86%D9%87-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/H-9d0VSM1iapTy5hnUs3we8WsNY=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/015f6304-be94-11e8-a3ff-26a4da5b8340_27365ff6-20b1-43a0-95d0-20b021c87bca/main.png
tac4,IT Systems Administrator,تومن | Toman,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/qbit/jobs/tac4/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-it-systems-administrator-%D8%AF%D8%B1-%D8%AA%D9%88%D9%85%D9%86?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/ElKF6fmbSBPtBKTz53_goJr6B30=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/465f377a-1bdb-4b7c-939a-003d249c2ecd/main.jpg
tacK,پشتیبان شبکه,فنی و مهندسی ساپرا صنعت | Sapra Sanat Co,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/sapra-sanat-co/jobs/tacK/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%BE%D8%B4%D8%AA%DB%8C%D8%A8%D8%A7%D9%86-%D8%B4%D8%A8%DA%A9%D9%87-%D8%AF%D8%B1-%D9%81%D9%86%DB%8C-%D9%88-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D8%B3%D8%A7%D9%BE%D8%B1%D8%A7-%D8%B5%D9%86%D8%B9%D8%AA?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/ea3wTzFUrzFK3CCGcsviJrVjcfs=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/d629d193-e9a2-426e-a0f0-d1f72db784e4/main.png
tacx,Platform Engineer,ویستا سامانه آسا | ASA,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/asa-1/jobs/tacx/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-platform-engineer-%D8%AF%D8%B1-%D9%88%DB%8C%D8%B3%D8%AA%D8%A7-%D8%B3%D8%A7%D9%85%D8%A7%D9%86%D9%87-%D8%A2%D8%B3%D8%A7?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/04_Fc0axAGoAgtx72Zzm8J9wipw=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/610e69c8-1d0d-4465-a3f7-52b74d70381b/main.jpg
tRvK,برنامه‌نویس Node.JS (اراک),رسا نگاره داناک | Danak,مرکزی، اراک,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),True,https://jobinja.ir/companies/danak-13/jobs/tRvK/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-node-js-%D8%A7%D8%B1%D8%A7%DA%A9-%D8%AF%D8%B1-%D8%B1%D8%B3%D8%A7-%D9%86%DA%AF%D8%A7%D8%B1%D9%87-%D8%AF%D8%A7%D9%86%D8%A7%DA%A9?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/INTWOY4NQcytvFqzZBVgFahYQmE=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/497c5dbe-7f13-4dc2-b7c2-602dc985c978/main.png
tacV,دستیار پروژه (Project Assistant),سامانه های هوشمند سپهر شریف | Sepehr Sharif Intelligent system Co,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/samanehaye-hooshmand-sepehr-sharif/jobs/tacV/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AF%D8%B3%D8%AA%DB%8C%D8%A7%D8%B1-%D9%BE%D8%B1%D9%88%DA%98%D9%87-project-assistant-%D8%AF%D8%B1-%D8%B3%D8%A7%D9%85%D8%A7%D9%86%D9%87-%D9%87%D8%A7%DB%8C-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D8%B3%D9%BE%D9%87%D8%B1-%D8%B4%D8%B1%DB%8C%D9%81?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/TfMW6sbRlSoaxk62--Jbn60u5p8=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/fbffab36-ab70-4dae-801c-a966058fa72e/main.png
tac7,Agile Delivery Management Specialist,اسنپ فود | Snappfood,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/snappfood/jobs/tac7/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-agile-delivery-management-specialist-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE-%D9%81%D9%88%D8%AF?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/debGjD2aNowLOBxqHm1Y3MdYJdk=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/ecfadc0e-cf5e-11e9-9a53-d6b790452c1a_14ab22f6-5128-4b10-bb7a-3768fe4e4605/main.png
tacr,Senior Red Teamer,اسنپ مارکت | Snapp Market,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/snappmarket/jobs/tacr/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-red-teamer-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE-%D9%85%D8%A7%D8%B1%DA%A9%D8%AA?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/vSTrtxu7FN9UUYRamtvkn4eOLM0=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/ed883770-7e05-429a-b793-0dcd0ea62cbe/main.jpg
taRy,کارآموز طراحی و توسعه وب,تدبیر نگاه الوند | Tadbir Negah Alvand,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/tadbir-negah-alvand/jobs/taRy/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%A2%D9%85%D9%88%D8%B2-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D9%88-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%88%D8%A8-%D8%AF%D8%B1-%D8%AA%D8%AF%D8%A8%DB%8C%D8%B1-%D9%86%DA%AF%D8%A7%D9%87-%D8%A7%D9%84%D9%88%D9%86%D8%AF?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/3WrHRS3Ek2dDGpM8okTdh4iZ9QM=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/4620ee76-a053-4323-8b72-d678a6797196/main.jpg
taqX,توسعه‌ دهنده ارشد محصول (Senior Full-stack-دورکاری),استارتاپ بنا | Startup Bana,تهران، تهران,"قرارداد
              دورکاری (برای
                مشاهده حقوق وارد شوید)","قرارداد
              دورکاری",(۱ روز پیش),False,https://jobinja.ir/companies/startup-bana/jobs/taqX/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-%D8%A7%D8%B1%D8%B4%D8%AF-%D9%85%D8%AD%D8%B5%D9%88%D9%84-senior-full-stack-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A7%D8%B3%D8%AA%D8%A7%D8%B1%D8%AA%D8%A7%D9%BE-%D8%A8%D9%86%D8%A7?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/_K6xXZWlVPGDh4xVsmXHAvhOhQw=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/cdf1ec7d-97b4-401d-a524-ae05ee190fdf/main.jpg
tacJ,(Oracle Developer (PL/SQL,راه گزین رایانه | Rahgozin Rayaneh,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/rahgozin/jobs/tacJ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-oracle-developer-pl-sql-%D8%AF%D8%B1-%D8%B1%D8%A7%D9%87-%DA%AF%D8%B2%DB%8C%D9%86-%D8%B1%D8%A7%DB%8C%D8%A7%D9%86%D9%87?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/zKmX_zwZqAX8BSASn58RaZGBvoY=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/243cf7f4-8a6f-11e9-8e7a-d6b790452c1a_c9e20dcd-c23b-4a48-99b2-147502de0fa1/main.png
tacs,برنامه‌نویس SQL (اصفهان),گروه  دمیس | DEMIS,اصفهان، اصفهان,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),True,https://jobinja.ir/companies/demis-1/jobs/tacs/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-sql-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D8%AF%D9%85%DB%8C%D8%B3?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/DvYCBvNRF6haksKJi5RsjmMvP4s=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/1189864f-1eb0-4ff3-99b5-8c7bebb422d2/main.jpg
taqh,کارشناس HelpDesk (پشتیبانی نرم افزار),گام الکترونیک | GAM Electronics,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/gam-electronics/jobs/taqh/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-helpdesk-%D9%BE%D8%B4%D8%AA%DB%8C%D8%A8%D8%A7%D9%86%DB%8C-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D8%AF%D8%B1-%DA%AF%D8%A7%D9%85-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%D9%88%D9%86%DB%8C%DA%A9?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/wp_9STMpUXRirTX-HCytUGKC7Do=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/33e2710c-0303-11e7-b84b-06a874001fea_d7ee2a0d-6d69-4155-ae46-074990d90688/main.jpg
taqb,کارشناس DevOps,فاوامجد | Majd ICT Co,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/majdict/jobs/taqb/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-devops-%D8%AF%D8%B1-%D9%81%D8%A7%D9%88%D8%A7%D9%85%D8%AC%D8%AF?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/PjIvKRQbyTEUmioGMSh4ZyVJths=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/97f70226-f3d7-11e9-8803-d6b790452c1a_bb722e16-1f30-4916-9351-bb141f0793cd/main.png
